serial,name_ar,tweet_count,created_at,text,impression,key_freq,words_n
277,سعد الحريري,1,1-Feb-2018,حفل إطلاق خطة لبنان للاستجابة لأزمة النازحين السوريين اليوم في #السراي https://t.co/76Baxx2UQk,-1,2,94
278,سعد الحريري,1,1-Feb-2018,"أدعو أصدقائنا في المجتمع الدولي لمساعدة لبنان في مهمته الكبيرة المتمثلة باستضافة مليون ونصف مليون لاجئ سوري وأؤكد مرة جديدة أننا ""لن نشعر وحدنا بأخطار الفشل في القيام بذلك، بل سيشعر العالم بأسره بها"". إن الفشل في مساعدة لبنان سيجبر النازحين على البحث عن ملجأ في أماكن أخرى #السراي",-1,2,280
279,سعد الحريري,1,1-Feb-2018,نحن ندعم العودة السريعة والآمنة للنازحين السوريين، ولكن لن نرغم، تحت أي ظرف من الظروف، النازحين السوريين على العودة، سنتناول هذه المسألة فقط بالتنسيق الوثيق والتخطيط المشترك مع الأمم المتحدة ووكالاتها المتخصصة. #السراي,-1,2,218
280,سعد الحريري,1,18-Oct-2017,الحكومة منذ تشكيلها تعمل لمواجهة تداعيات النزوح السوري وحل مشكلة الكهرباء ومشاكل البلد هذه أكتر حكومة أنجزت وعملت وستواصل العمل #مجلس_النواب,-1,2,140
281,سعد الحريري,1,3-Aug-2017,عرض لنتائج #زيارة_واشنطن وتأكيد أن الحل السياسي يحقق عودة النازحين الى #سوريا ومواقف أخرى لدولة الرئيس #سعد_الحريري خلال جلسة مجلس الوزراء https://t.co/Omjgqta2s0,-1,2,162
282,سعد الحريري,1,25-Jul-2017,كما ناقشنا الضغط الذي يعاني منه #لبنان في ظل وجود مليون ونصف المليون نازح سوري #البيت_الأبيض #زيارة_واشنطن @POTUS,-1,3,113
283,سعد الحريري,1,6-Jul-2017,مهمة الدولة اللبنانية مواجهة تداعيات النزوح السوري إجتماعياً وإقتصادياً ومكافحة محاولات إستخدامه لنقل الإرهاب الى #لبنان #BAU,-1,3,125
284,سعد الحريري,1,6-Jul-2017,المزايدات التي تستخدم مأساة النازحين السوريين تهدّد الاستقرار عبر توريط الحكومة اللبنانية لتقديم خدمات سياسية أمنية مجانية لنظام الأسد #BAU,-1,2,139
285,سعد الحريري,1,17-Jun-2017,نحمّل المجتمع الدولي مسؤولية تخفيف العبء عن أهالي #العرقوب الذين إحتضنوا النازحين السوريين، عبر مشاريع البنى التحتية والخدمات #صيدا #رمضان,-1,2,138
286,سعد الحريري,1,11-Jun-2017,نحمّل المجتمع الدولي المسؤولية بإعادة تأهيل البنى التحتية وإيجاد فرض عمل للشباب لمواجهة النزوح السوري #البقاع #رمضان,-1,2,116
287,سعد الحريري,1,14-May-2017,لبنان يواجه عائقا أمام ورشة النمو الاقتصادي يتمثل بوجود مليون ونصف نازح سوري ولن يتمكن من مواجهة تداعيات هذه الازمة منفردا #منتدى_الدوحة,-1,4,136
288,سعد الحريري,1,21-Apr-2017,التحدي الأكبر اليوم هو النزوح السوري وحكومة العهد الجديد طرحت برنامج مربح للجميع: اللبنانيون والنازحون السوريون والمجتمع الدولي #CEOdinner https://t.co/WEhMBfnE2h,-1,3,162
289,سعد الحريري,1,6-Apr-2017,"لقد اعتمدت حكومتي مقاربة جديدة للتعامل مع تحدي استضافة أكثر من 1,5 مليون نازح سوري ونشكر المجتمع الدولي على ما قدمه من مساعدة ونأمل أن تستمر",-1,2,140
290,سعد الحريري,1,5-Apr-2017,وهو لن يستمر في تحمل عواقب دعمه استضافة 1،5 مليون نازح سوري على اراضيه، ما لم يتم وضع خطة جديدة حيز التنفيذ #syriaconf2017 #SOS,-1,4,127
291,سعد الحريري,1,3-Apr-2017,"الحريري التقى كازنوف: لبنان لا يُمكنه تحمُّل مليون ونصف نازح سوري
https://t.co/Ov19EIYxMi",-1,2,90
292,سعد الحريري,1,19-Jan-2017,"الحريري: ندعو المجتمع الدولي لمساعدة #لبنان في تحمل عبء النزوح
https://t.co/1jVzuz09bD #بيروت #سوريا #دمشق https://t.co/O9wzv6AChv",-1,2,131
293,سعد الحريري,1,19-Jan-2017,"الحريري: ندعو المجتمع الدولي لمساعدة #لبنان في تحمل عبء النزوح
https://t.co/N1CpjSq938 
#بيروت #دمشق #سوريا",-1,2,109
294,سعد الحريري,1,13-Jan-2017,"المرعبي: الحريري أعطى توجيهاته لوضع تقرير عن تأثيرات النزوح
https://t.co/IHiILfM1OO #لبنان #سوريا #بيروت https://t.co/8bNpTFmxVh",-1,2,129
295,سعد الحريري,1,28-Oct-2016,الحريري :  اهلنا في الشمال وجمهور تيار المستقبل في لبنان فتحوا  ابوابهم للنازحين السوريين وهم يتقاسمون لقمة العيش معهم,1,1,118
296,إيلي الفرزلي,1,26-Feb-2019,"اكبر جريمة ترتكب في تاريخ لبنان هي التراخي في ملف النازحين السوريين لان العبء اكبر بكثير مما يحتمله #لبنان والمفاوضات مفروضة ومطلوبة بلا تردد. 

@VdlPrograms",-1,4,159
297,إيلي الفرزلي,1,19-Jan-2019,https://t.co/jXBgnwffpLرئيس-المنظمة-البرلمانية-الأرثوذكسية-زار-الفرزلي-نشدد-على-سيادة-سوريا-ولبنانوضرورة-عودة-النازحين-والتحرر-من-الإرهاب,-1,4,137
298,إيلي الفرزلي,1,12-Jun-2018,الفرزلي: لمواجهة الارادة الدولية التي لا تريد عودة النازحين الى سوريا https://t.co/8emwL6Os8u,-1,2,93
299,إيلي الفرزلي,1,10-Jun-2018,"أنا أعلن تأييدي الكامل لقرار الوزير باسيل المتعلق بالنازحين السوريين في لبنان وهذا الموضوع بات بحاجة ماسّة للمعالجة بشكل جذري ولم يعد هناك مجالاً لتضييع الوقت فيه. 
لا للمؤامرات على لبنان

@Gebran_Bassil @ALJADEEDNEWS https://t.co/Qcnw1pXQM5",-1,2,244
300,إيلي الفرزلي,1,3-Jun-2018,#ايلي_فرزلي عن ازمة النازحين السوريين https://t.co/m8hcaB6l54,-1,2,61
301,تمام بليق,1,24-May-2017,أنطوانيت نجيب من #بلا_تشفير: من حق اللبنانيين ان ينزعجوا من اللاجئ السوري لأنهم يأكلون حقهم! لماذا تركوا سوريا وأتوا الى لبنان؟,-1,2,127
302,طوني بولس,1,12-Jun-2019,لأننا #ضد_خطاب_الكراهية لن نقبل بممارسة الإرهاب النفسي على الاجئين السوريين في لبنان، ولن نسمح لحزب الله ان يستكمل إرهابه على اللاجئين وتسليمهم لنظام الاسد القاتل.. فالاجئ هو أمانة لدى الدولة المضيفة وفق كل المواثيق والاتفاقيات الدولية ومن واجب الدولة تأمين حمايته وضمان كرامته. https://t.co/pMEeR7JGpf,1,6,302
303,طوني بولس,1,12-Jun-2019,لأن الإنسانية ليست جريمة سنبقى #ضد_خطاب_الكراهية الذي يحاول بعض السياسيين الحاقدين في لبنان ضخه للتحريض على اللاجئين السوريين. https://t.co/G0kstw0Jqw,1,3,150
304,طوني بولس,1,11-Mar-2019,مع إقتراب الذكرى السنوية التاسعة للثورة السورية نجدد إيماننا بالشعب السوري وقدرته على الانتصار بالرغم من تخاذل دول العالم.. وندعم صمود إخواننا اللاجئين في دول الجوار فهم أمانة في أعناقنا وسنستمر بالدفاع عن حقوقهم التي تضمنتها الشرعة الدولية لحقوق الإنسان. https://t.co/kzvEwpnX73,1,7,279
305,طوني بولس,1,25-Feb-2019,لن نسمح لمليشيا حزب الله تسليم اللاجئين السوريين لنظام القتل والارهاب الأسدي.. فقبل اي مطالبة بإعادة الاجئين على حزب ايران الانسحاب والتوقف عن قتل الشعب السوري. https://t.co/7NbCH12FKU,1,3,184
306,طوني بولس,1,22-Feb-2019,كم هو معيب ما تطرحه بعض القوى السياسية اللبنانية بعودة اللاجئين السوريين الى بلادهم في وقت تتعامى عن إحتلال مليشيا حزب الله لبيوت وأرزاق السوريين وافتخاره العلني بتهجير سكان بعض المدن وتغيير ديمغرافيتها لتصبح اجزاء من ولاية الفقيه الخامنئية.. حزب الله وداعش وجهان للعملة نفسها. https://t.co/cEOJbtDTeo,1,2,301
307,طوني بولس,1,3-Dec-2018,"هذه العبارة العربية تملأ شوارع باريس.. الغرب يدفع ثمن تآمره على ثورة الشعب السوري، هذا الشعب الحي الذي شاهده العالم بأسره يذبح ويقتل ويهجر دون ان يمد يد العون.
التاريخ لا يرحم وستبقى ثورة الشعب السوري نابضة في ضمائر الشعوب ولعنة تلاحق المسؤولين المتآمرين. https://t.co/GvB9rm1G0I",1,5,280
308,طوني بولس,1,12-Aug-2018,التيار الوطني الحر الذي يركض زحفاً نحو بشار الاسد رفع يوماً شعاراً اتهم تيار الحريري المعتدل والمنفتح بالارهاب.. التيار العوني تيار انتهازي وصولي لا قيم ولا مبادئ لعلاقته مع الآخرين تماماً كحزب البعث الأسدي الذي قتل وهجر شعبه وباع سوريا من اجل في السلطة. #معا_لطرد_السفير_السوري https://t.co/79d09SsrFB,1,2,302
309,طوني بولس,1,6-Jul-2018,بكل وقاحة مليشيا حزب الله يقتل ويهجر السوريين من ديارهم والآن يطلب منهم العودة.. على الشعب السوري التوحد وزج مرتزقة الحزب الارهابي بباصات صفراء واعادتهم. https://t.co/Wat1lUfpZX,1,2,177
310,طوني بولس,1,19-Jul-2017,"هذه ثقافتنا وهذه قيمنا 
قبل ان نطالب اللاجئين بالخروج من لبنان علينا مطالبة حزب الله الانسحاب من الاراضي السورية المحتلة وإعادتها لسكانها https://t.co/0gHzQJwMZS",1,2,162
311,طوني بولس,1,27-Jan-2017,لقاء مع وزير الدولة لشؤون النازحين معين المرعبي حيث اطلعنا على خطته لتحسين ظروف النازحين السوريين في لبنان.. المرعبي احد صقور تيار المستقبلð https://t.co/nQfSGvN,1,1,164
312,طوني بولس,1,2-Apr-2016,"بالصوت والصورة - بعد هروبهن من سجن الدعارة، الفتيات السوريات لجأن إلى موقع التحري وتحدثن عن يوميات العذاب  
https://t.co/niDSCy9bxX",1,2,132
313,طوني بولس,1,31-Mar-2016,"حزب الله وحلفائه يستخدمون ""فزاعة التوطين"" للتحريض على اللاجئين السوريين في لبنان وتبرير قتلهم واحتلالهم للشعب السوري https://t.co/wR1MujTZqb",1,2,140
314,رشا الحلبي,1,31-May-2019,"في #المشهد_الرقمي عبر قناة #TRTArabi : قبل أيام من انتهاء شهر #رمضان ، تتكثف دعوات #مفوضية_اللاجئين للمشاركة في حملة #زكاتي_للاجئين 

@UNHCR_Arabic @Refugees @UNHCRLebanon @KindaAlloush @AYoussef @AdwaAlDakheel #سوريا #لبنان https://t.co/CcNwmSRDzA",1,2,250
315,رشا الحلبي,1,25-Jan-2019,"في نشرة أخبار قناة #TRTArabi : ناشطون يرفعون الصوت #انقذوا_مخيم_الركبان !

@omaralmoussa @Altabtabie @Omar_Madaniah #سوريا #الأردن #العراق #لاجئون https://t.co/pZDKyzKrVB",1,2,172
316,رشا الحلبي,1,15-Jan-2019,"منظمة اليونيسيف تعلن أن ١٥ طفلا سوريا لاجئا تجمد حتى الموت نتيجة البرد الشديد.. والوضع وصف بالمأساوي

@AFP_Beirut @Sophiemcneill @SaadAbedine @UNICEF @UNICEFinArabic

#برنامج_المشهد #TRTArabi https://t.co/YiietOIBvd",1,5,219
317,رشا الحلبي,1,9-Jan-2019,"في نشرة أخبار #TRTArabi: في بلاد الشام، #لاجئون_في_عين_العاصفة ومفوضية شؤون اللاجئين تتحرك في سوريا ومخيمات لبنان

#العاصفة_نورما @UNHCR_Arabic @UNHCRinSYRIA @UNHCRLebanon https://t.co/qcvOdid4Py",1,2,197
318,رشا الحلبي,1,8-Jan-2019,"العاصفة التي تضرب بلاد الشام تحل ثقيلة على آلاف النازحين في المخيمات، ما دفع الناشطين لاطلاق حملة #عرسال_تستغيث فماذا قال مؤسس الحملة لبرنامجنا؟ وكيف تفاعل المغردون؟

@aboalhodaalhoms @alnakibamer @syr58 @FarajFalak 

#برنامج_المشهد #TRTArabi https://t.co/aoQl5zJvy7",1,2,270
319,رشا الحلبي,1,22-Nov-2018,"في كيليس التركية الحدودية، التي يزيد فيها عدد السكان السوريين عن الأتراك... أُطلق منذ عدة سنوات أول واكبر مشروع لتمكين النساء السوريات اللاجئات: ""كريمات"".
لأن المرأة هي نواة المجتمع وهي الأم والزوجة والأخت.
تقرير: رشا الحلبي - TRT العربية

https://t.co/GLdF11FaOW",1,4,267
320,رشا الحلبي,1,22-Nov-2018,"مشروع ""كريمات"" لتمكين السوريات اللاجئات اقتصاديا ومعرفياً | تقرير: رشا الحلبي",1,3,77
321,رشا الحلبي,1,31-Oct-2018,"برد الشتاء يحلّ ضيفا ثقيلاً على النازحين من ريف #حماة الشمالي إلى مخيمات ريف #إدلب الشمالي | تقرير: رشا الحلبي - TRT العربية - ٣١ اوكتوبر ٢٠١٨

 https://t.co/OamvytD7B3 via @YouTube",1,1,183
322,رشا الحلبي,1,22-Sep-2018,"A boat with around 38 #Syrian_Refugees on board sank off the coast of #Lebanon &amp; most were rescued by the #LebaneseArmy but at least one child drowned

#الجيش_اللبناني ينقذ ٣٨ لاجئا سوريا غرقوا في عرض البحر مقابل شاطىء #عكار اثناء محاولتهم المغادرة بطريقه غير شرعية وسجل وفاة طفل https://t.co/E5NsiqjHXk",1,2,309
323,رشا الحلبي,1,10-Jun-2017,واكب #الجيش_اللبناني مغادرة ٤٠٠ نازح #سوري من مخيمات #عرسال إلى #عسال_الورد بعد مساعي لجنة المصالحات لتوفير طريق آمنة لعودة النازحين لبلادهم https://t.co/0pNod7hMDq,-1,2,164
324,رشا الحلبي,1,1-Jan-2016,"اللاجئون..أزمة إنسانية بحجم العالم في القرن 21 | موقع المغارب @OsamaIbrahim_lb ð 
#سوريا #لاجئون 

https://t.co/9xLxPBu",1,2,125
325,جمال فياض,1,18-Apr-2019,"عبارة واحدة مرّت في نهاية تقرير تلفزيون الجديد عن أزمة المحروقات في سورية،
""هل تؤدي الأزمة الى موجة نزوح جديدة""؟
الجواب السليم، فلتكن موجة نزوح مضاعفة ومكثّفة... لمَ لا؟
لكن فلتكن نحو أوروبا ... وخللي الأوروبيين يدفعوا تمن هذا الحصار!
#سنرى",-1,2,244
326,تمام سلام,1,12-Feb-2019,11-أدعو الى سحب موضوع النازحين السوريين من السجال الداخلي وعدم استعماله سلاحاً في معارك التحريض الطائفيّ والعنصريّ.  #تمّام_سلام #الحكومة,1,3,137
327,تمام سلام,1,22-Sep-2016,"سلام لـ ""العربية الحدث"": نستقبل في لبنان نحو 1.5 مليون لاجئ سوري ومن هنا نطالب بمساعدات لها علاقة بالمبنى التحتية من خلال دعم دولي",1,3,130
328,تمام سلام,1,19-Sep-2016,"الرئيس سلام: يجب وقف العنف في #سوريا وإيجاد حل سياسي يسمح بعودة آمنة وكريمة للنازحين الى بلدهم 
#لبنان",-1,2,103
329,تمام سلام,1,19-Sep-2016,الرئيش سلام: ما فعله اللبنانيون باستضافة مليون ونصف نازح سوري عمل غير مسبوق,1,1,75
330,تمام سلام,1,19-Sep-2016,الرئيس سلام: أدعو الامم المتحدة لوضع خارطة طريق لعودة النازحين السوريين الى بلدهم,-1,2,81
331,أمل أبو زيد,1,27-Jun-2019,- لا يوجد موقف لبناني موحّد حيال النازحين السوريين وهذه اكبر عقبة امام ملف عودتهم. https://t.co/YJ9fvtzsQT,-1,3,106
332,أمل أبو زيد,1,27-Jun-2019,#NAME?,-1,3,6
333,أمل أبو زيد,1,19-Jun-2019,"في مداخلة عبر orient news : أمل ابو زيد: 
نرفض الكلام عن عنصرية في مقاربة ملف النازحين السوريين في لبنان. لبنان متمسك بالمبادرة الروسية لعودة النازحين وروسيا موقفها مشجع جداً لعودتهم بملء ارادتهم وهذا موقفنا الرسمي في لبنان. https://t.co/0IGLOSqAcu",-1,2,249
334,أمل أبو زيد,1,17-Apr-2019,المبادرة الروسية مستمرة لدعم عودة النازحين السوريين الى بلادهم ولكن المطلوب ان نقرأ بنفس الكتاب في هذا الخصوص وعدم عرقلته بالسياسة .,-1,2,132
335,أمل أبو زيد,1,17-Apr-2019,"طرح الوزير باسيل سلسلة مواقف متعلقة بدور سوريا في جامعة الدول العربية وربطها بحل مشاكل عديدة ابرزها مشكلة النازحين في لبنان. 

@Gebran_Bassil 

@OTVLebanon",-1,2,159
336,أمل أبو زيد,1,2-Apr-2019,"امل بو زيد للميادين @AlMayadeenNews: 
 التطورات العسكرية في سوريا اتاحت للدولة تحرير عدد كبير من الاراضي وبالتالي يمكن للنازحين ان يعودوا تدريجياً الى بلادهم https://t.co/UsImGLsp9k",-1,2,182
337,أمل أبو زيد,1,31-Mar-2019,"أمل أبو زيد ل #صوت_لبنان @VoixDuLiban @najatcharafedin : 
النازحون الذين عادوا الى سوريا حصلوا على مساعدات عينية ومادية من مفوضية اللاجئين لتسوية أوضاعهم في الداخل السوري.",-1,2,172
338,أمل أبو زيد,1,31-Mar-2019,"أمل أبو زيد ل #صوت_لبنان @VoixDuLiban @najatcharafedin : 
لا رقابة للدولة على المساعدات التي يتلقاها النازحون السوريون الا في الملف التربوي وهناك حوالي ٢٠٠ منظمة وجمعية تتولى هذه المساعدات بعكس ما هو حاصل في الدول العربية كالاردن حيث يوجد نازحين.",-1,2,247
339,أمل أبو زيد,1,31-Mar-2019,"أمل أبو زيد ل #صوت_لبنان @VoixDuLiban @najatcharafedin : 
الزيارة الى روسيا حققت نجاحاً في ملفات عديدة ابرزها : ملف عودة النازحين وعدم ربطه بالحل السياسي النهائي في سوريا. فلا يمكن ترك مليون ونصف نازح سوري في لبنان وبهذه الظروف",-1,2,228
340,أمل أبو زيد,1,30-Mar-2019,"أمل أبو زيد : زيارة الرئيس عون الى روسيا حقّقت أهدافها 
عودة النازحين السوريين ضرورية والمبادرة الروسية قائمة

في مقابلة تلفزيونية ضمن برنامج ""بيروت اليوم"" على شاشة الـ MTV  اعتبر النائب السابق أمل أبو زيد  أن... https://t.co/JjAb1QuTHf",-1,3,239
341,أمل أبو زيد,1,30-Mar-2019,- التواصل مع الدولة السورية من شأنه مساعدة لبنان في الدفع بشكل جدّي نحو حلّ مسألة النازحين في لبنان. https://t.co/7ygO1ASPTQ,-1,2,124
342,أمل أبو زيد,1,30-Mar-2019,عودة النازحين السوريين حاصلة والمبادرة الروسية قائمة وروسيا تتابع هذا الملف على اعلى المستويات. https://t.co/JXgDP22IE7,-1,2,119
343,أمل أبو زيد,1,30-Mar-2019,الرئيس عون أكّد في موسكو أهميّة الاستمرار بالمبادرة الروسية وإنجاحها والدولة الروسية لعودة النازحين السوريين الى بلادهم. https://t.co/rp2Mdu8ZvU,-1,2,144
344,أمل أبو زيد,1,30-Mar-2019,"- الاغلبية الساحقة من النازحين السوريين في لبنان ( 84 % ) يريدون العودة الى بلادهم وندعو الهيئات الدولية التي تساعدهم في لبنان ان تكمل المساعدة في الداخل السوري. 

#lebanon
#syria",-1,2,182
345,أمل أبو زيد,1,30-Mar-2019,- مساحات كبيرة ومناطق كثيرة اصبحت آمنة 100% في سوريا ولا ضرر فيها : كل هذا بات يشكّل ضرورة ملحّة لعودة النازحين اليوم.,-1,3,118
346,أمل أبو زيد,1,30-Mar-2019,- من اهم الملفات التي طرحت في روسيا : موضوع عودة النازحين السوريين الى بلادهم . https://t.co/N9pc6H1XOy,-1,2,103
347,أمل أبو زيد,1,19-Mar-2019,- هناك ارباك لدى كل الدول العربية في موضوع العلاقة مع سوريا . العرب التزموا في القمة العربية الاقتصادية حيال ازمة النزوح ويجب ان يكون دورهم اكبر في هذا المجال.,-1,2,159
348,أمل أبو زيد,1,19-Mar-2019,- الفقر ازداد في لبنان والبطالة والهجرة الى ارتفاع ، كل هذه المؤشرات تجعلنا نتمسّك بحلّ للنزوح السوري في لبنان بأقرب وقت. https://t.co/YHcmW6TwwL,-1,3,145
349,أمل أبو زيد,1,19-Mar-2019,- اكثر من 270 الف لبنان خسروا عملهم في لبنان بسبب العمالة السورية نتيجة النزوح.,-1,2,79
350,أمل أبو زيد,1,19-Mar-2019,- المماطلة بملف النازحين وعودتهم يستعملها البعض في السياسة ضد النظام السوري وهنا الاشكالية الحقيقية. https://t.co/H2XHHxH9Wf,-1,2,124
351,أمل أبو زيد,1,19-Mar-2019,- النازح السوري في لبنان يتلقى اموال للبقاء هنا ... لماذا لا ترصد هذه الاموال لعودته والانفاق عليه في ضيعه داخل الاراضي السورية.,-1,2,128
352,أمل أبو زيد,1,2-Mar-2019,"اولى اولويات الرئيس عون في روسيا هي ملف النازحين السوريين وعودتهم وهذا الملف من اهم ما سيطرحه الرئيسان الروسي واللبناني.
ونلتزم ما نصّ عليه البيان الوزاري حيال العودة الآمنة للسوريين الى بلادهم https://t.co/zknXndSze1",-1,2,218
353,أمل أبو زيد,1,2-Mar-2019,أمل أبو زيد للـmtv: زيارة الرئيس عون إلى روسيا ستجري خلال آذار وعودة النازحين السوريين مطلب جوهري والحديث عن زيارته إلى سوريا مبكر وهو لا يمكن أن يقدم على أمر يهدّد وحدة لبنان https://t.co/qW39TJfhaR,-1,2,199
354,أمل أبو زيد,1,24-Feb-2019,لا احد يساعد لبنان بملف عودة النازحين الى سوريا وفخامة الرئيس عون يقوم بدوره وواجبه الدستوري والوطني في هذا المجال.,-1,2,115
355,أمل أبو زيد,1,20-Feb-2019,"لبنان يدعم المبادرة الروسية بشأن عودة النازحين لأنها تصب في مصلحة لبنان وسوريا

https://t.co/YM11TBcebf https://t.co/IVDx3sPOpT",-1,2,129
356,أمل أبو زيد,1,19-Feb-2019,"مباشرة من #روسيا عبر شاشة روسيا اليوم للحديث عن ملف النازحين السوريين في لبنان وضرورة التنسيق لتحقيق العودة الآمنة باسرع وقت. 

امل ابو زيد",-1,2,141
357,أمل أبو زيد,1,19-Feb-2019,#أمل_أبو_زيد عبر #روسيا_اليوم @RTarabic  : الامن العام اللبناني يتبع الية محددة لعودة النازحين السوريين الى سوريا,-1,2,113
358,أمل أبو زيد,1,19-Feb-2019,#أمل_أبو_زيد عبر #روسيا_اليوم @RTarabic  : هناك اشكال عدة للنزوح السوري في لبنان منها نزوح اقتصادي قديم ونزوح سياسي مستجد وبحاجة للمعالجة والتنسيق,-1,2,146
359,أمل أبو زيد,1,19-Feb-2019,#أمل_أبو_زيد عبر #روسيا_اليوم @RTarabic  :  يجب حل مسألة النازحين السوريين في لبنان ونحن مع العودة الآمنة وليس الطوعية,-1,4,118
360,أمل أبو زيد,1,19-Feb-2019,على المجتمع الدولي أن يكمل مسعاه في تأمين الدعم لفترة محدّدة ريثما تتحقّق العودة الآمنة للنازحين إلى بلدهم وقراهم في سوريا، وبذلك يضع حدّاً لمعاناتهم ويؤمّن المناخ الملائم لتحقيق الاستقلالية التامّة لسوريا وحمايتها من التدخلات الخارجية لكي يتمكّن الشعب من الاعتناء بنفسه وبوطنه.,-1,2,278
361,أمل أبو زيد,1,19-Feb-2019,بالنظر إلى خطورة وأهمية هذا الملفّ، علينا إنجاح المبادرة الروسية الهادفة إلى إيجاد حلّ لمسألة النازحين كما التسريع بالحلّ السياسي في سوريا وفق ما يرتضيه الشعب السوري ويقرّره.,-1,4,174
362,أمل أبو زيد,1,19-Feb-2019,أدّت الحرب السورية إلى تشريد أكثر من 6.5 مليون سوري في الداخل و5.6 مليون في دول الجوار حيث استقبل لبنان العدد الأكبر من النازحين بعد تركيا بالرغم من قدرته المحدودة على الاستيعاب نظراً لاقتصاده الهشّ وبنيته التحتية غير المتطوّرة ومساحته الصغيرة وموارده الضعيفة.,-1,2,260
363,أمل أبو زيد,1,27-Jan-2019,بيان القمة الاقتصادية العربية الذي دعا الى عودة النازحين الى بلادهم وفقاً لمعيارين اساسيين هما المصلحة اللبنانية والمصلحة الاردنية بسبب تواجد اعداد كبيرة من النازحين السوريين على اراضي البلدين. https://t.co/jcIx2gEH3M,-1,2,217
364,أمل أبو زيد,1,20-Jan-2019,بعد اعتراضات ثم تحفظات ، نجح لبنان ووزير الخارجية جبران باسيل في تضمين البيان الختامي بنداً حول عودة النازحين السوريين الى بلادهم وهذه هي القضية التي تشكّل المعضلة الاساسية في لبنان نظراً لعدم قدرة هذا البلد الصغير على تحمّل الاعباء الكبيرة للنازحين https://t.co/EvgVPqkEft,-1,5,273
365,أمل أبو زيد,1,20-Jan-2019,بعد اعتراضات ثم تحفظات ، نجح لبنان ووزير الخارجية جبران باسيل في تضمين البيان الختامي بنداً حول عودة النازحين السوريين الى بلادهم وهذه هي القضية التي تشكّل المعضلة الاساسية في لبنان نظراً لعدم قدرة هذا البلد... https://t.co/AXbPuOM1l5,-1,4,234
366,أمل أبو زيد,1,22-Dec-2018,"رداً على المنظمة الاميركية التي دعت لإبقاء النازحين السوريين في #لبنان : هذا امر ينتهك سيادة لبنان ويتعارض مع الدستور ولن نقبل به.  

امل ابو زيد https://t.co/6uy040taE3",-1,3,171
367,أمل أبو زيد,1,26-Sep-2018,فيما يؤكد سيّد العهد على ضرورة عودة النازحين السوريين الى بلادهم فهو تلقّى بإسم لبنان شهادة من رئيس الاتحاد الدولي لجمعيات الصليب الاحمر والهلال لجهة ان الدعم المقدّم للنازحين لا مثيل له في تاريخ الشعوب. https://t.co/R5qvQoUkGa,-1,3,227
368,أمل أبو زيد,1,12-Sep-2018,"امل ابو زيد للhttps://t.co/IpetLqMrAA: وأخيرا وصلنا الى المرحلة التنفيذية من عودة النازحين الى سوريا وهو ما طالب به التيار منذ سنوات وحان الوقت لتأمين العودة الكريمة والآمنة من خلال اللجنة ""اللبنانية الروسية 

@tayyar_org https://t.co/hE4tfgqBwY",-1,2,247
369,أمل أبو زيد,1,30-Aug-2018,"في إطار المتابعة لمحادثاتنا في موسكو حول عودة النازحين السوريين اجتماع اليوم بين وزير الخارجية جبران باسيل والسفير الروسي في لبنان ألكسندر زاسبكين تطرّق ايضاً الى العلاقات الثنائية. 
امل ابو زيد https://t.co/tm379ClFrB",-1,2,219
370,أمل أبو زيد,1,24-Aug-2018,"أمل أبو زيد لل mtv : عرقلة الحكومة داخلية وخارجية ونطلب من الحريري العمل على حلّ العقدة الدرزية والقواتية. 

لمسنا خوفاً روسياً من تقسيم سوريا وحرصاً كبيراً على عودة النازحين في أقرب وقت. 

https://t.co/ZaOGov8rrD https://t.co/ZaOGov8rrD",-1,2,241
371,أمل أبو زيد,1,24-Aug-2018,#NAME?,-1,2,6
372,أمل أبو زيد,1,23-Aug-2018,كل المؤشرات اليوم في روسيا تبشّر بامكانية الوصول الى حلّ في الوقت القريب لمسألة النازحين السوريين في لبنان وهم لا يحيّدون الحل السياسي أيضاً من بين خياراتهم. https://t.co/jMARQ8a5kB,-1,3,181
373,أمل أبو زيد,1,23-Aug-2018,"الحركة الدولية التي قام بها الوزير جبران باسيل بالاضافة لمواقف فخامة الرئيس ميشال عون ساهمت في دفع عجلة الحل لأزمة النازحين السوريين وتحريك الموقف الروسي ايجابياً 

@OTVLebanon @Tayyar_org https://t.co/lAxZS6GqZ8",-1,3,214
374,أمل أبو زيد,1,2-Aug-2018,لبنان تكبّد الكثير من المشاكل من جرّاء ازمة النزوح السوري ولكن اليوم هناك قرار من الحكومة السورية بعودة هؤلاء الى سوريا بعدما تمّت السيطرة على غالبية الاراضي السورية من قبل الدولة.,-1,4,180
375,أمل أبو زيد,1,2-Aug-2018,هناك مباركة للجهود التي يبذلها اللواء عباس ابراهيم في ملف عودة النازحين والتنسيق مع الحكومة السورية بات اكثر من ضرورة في هذه المرحلة.,-1,3,133
376,أمل أبو زيد,1,2-Aug-2018,المبادرة الروسية لعودة النازحين السوريين من لبنان الى سوريا هي حديث الساعة اليوم وكلام السفير السوري دعا بشكل واضح السوريين الى التواصل مع السفارة من اجل تسهيل العودة.,-1,2,167
377,أمل أبو زيد,1,29-Jul-2018,"امل ابو زيد في مقابلة عبر تلفزيون الجديد : لبنان تلقّف المبادرة الروسية بكل إيجابية ولهذا السبب طريق العودة للنازحين السوريين باتت قريبة   

https://t.co/D4HwY48B6Y https://t.co/D4HwY48B6Y",-1,2,190
