serial,user_id,name,name_ar,name_en,screen_name,location,description,tweet_count,tweet_nocount,followers_count,friends_count,account_created_at,status_id,created_at,text,naze7,impression_text,impression,cat,word,word_en,word_freq
616,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1113304324023758848,3-Apr-2019,"حوالي ٦% فقط من #اللاجئين #السوريين في البلدان المجاورة لسوريا ينون العودة إلى ديارهم خلال العام القادم. الأسباب الثلاثة الأساسية التى تؤخر عودتهم: عدم الإحساس بالامن والأمان، قلة فرص العمل وسبل العيش ودمار او أضرار في منازلهم. https://t.co/UQ9lrAeP28",FALSE,positive,1,new,أمان,safety,11
617,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1111526250596712448,29-Mar-2019,"عملية إعادة توطين #اللاجئين السوريين من بلدان اللجوء إلى دول أخرى وافقت على قبولهم ومنحهم الاستقرار فيها تسجل انخفاضا في السنتين الماضيتين منذ أن سجلت ٤٧،٩٣٠ انتقالاً عام ٢٠١٦. إعادة التوطين في دول أكثر تقدماً واحترام التعهدات بذلك هو جزء أساسي من المسؤولية المشتركة تجاه اللاجئين https://t.co/0Tk2NktR10",FALSE,positive,1,new,مسؤولية,responsibility,1
618,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1102827854943924224,5-Mar-2019,اقل من ثلث التمويل المطلوب لبرامج التماسك الاجتماعي وتعزيز المعيشة ضمن إطار الخطة الإقليمية للاستجابة لحاجات #اللاجئين #السوريين والمجتمعات المضيفة تم تأمينها عام ٢٠١٨. https://t.co/ZAT5trg5BQ,FALSE,positive,1,new,تأمين,insurance,11
619,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1100267230615535617,26-Feb-2019,الأكثرية الساحقة من #اللاجئين #السوريين في #لبنان ينظرون الى علاقتهم مع المجتمعات المضيفة اللبنانية بإيجابية. https://t.co/EwGSauZXKo,FALSE,positive,1,new,إيجابى,positive,2
620,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1092168032896630786,3-Feb-2019,"#السوريون في #لبنان هم #لاجئون حسب كل المواثيق الدولية. البعض حاول خداع نفسه والرأي العام باستخدام عبارة #نازح لمكاسب في بورصة السياسة الداخلية. ذلك لا يقدم ولا يؤخر في ضرورة احترام لبنان للاعلان العالمي لحقوق الانسان 

على كل، العمل الجاد هو تأمين أمانهم وطوعية عودتهم إلى ديارهم https://t.co/ZdnbmTkaAO",TRUE,positive,1,new,تأمين,insurance,11
621,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1090514962685087744,30-Jan-2019,شهدت السنة الماضية(٢٠١٨) ازدياد في إعداد #اللاجئين #السوريين في #لبنان الذين انتقلوا إلى الاقامة في أماكن غير مؤهلة كمساكن وذلك جراء ازدياد العوز وعدم القدرة على دفع ايجار منازل. الأكثرية الساحقة من #اللاجئين السوريين التي تسكن هذه الأماكن هي تحت خط الفقر. https://t.co/0MnJIWiSY2,FALSE,positive,1,new,عوز,want,2
622,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1089776445914836998,28-Jan-2019,"ما يقارب ثلاثة ارباع سكان #سوريا حالياً هم في حاجة لدعم ومساعدات انسانية، من ضمنهم أكثر من ٦ مليون نازح داخل الأراضي السورية. اي نقاش عن عودة #اللاجئين السوريين إلى ديارهم يجب أن يأخذ هذه الوقائع بعين الاعتبار. https://t.co/lhMkzCbAcu",TRUE,positive,1,new,دعم,support,5
623,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1087965846151065600,23-Jan-2019,"حتى ايلول - سبتمبر  ٢٠١٨، تم تمويل فقط ما يزيد عن نصف متطلبات الخطة الإقليمية للاجئين وتعزيز القدرة على مواجهة أزمة #اللجوء #السوري. لا تظهر مبادرات جدية في الافق لتقليل الفجوة التمويلية. https://t.co/BSBimSJW3Y",FALSE,positive,1,new,تمويل,financing,2
624,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1087259409707876359,21-Jan-2019,يشكل النساء والاطفال الأكثرية الساحقة من #اللاجئين والمجتمعات المضيفة في الدول المجاورة لسوريا https://t.co/6LIa43dJmA,FALSE,positive,1,new,نساء,women,9
625,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1085491510207041536,16-Jan-2019,"""طقس الشتاء البارد يودي بحياة ١٥ طفلاً نازحاً في #سوريا"" 

انتهى الخبر الإعلامي من منظمة اليونيسف في ١٥/١/٢٠١٩. 

يبدو أن هذه الأرض قد ضاقت على هؤلاء الأطفال. موتهم المحزن هو ندبة على جبين الحكومات وجبين منظومة الإغاثة. لم تنفع هؤلاء الأطفال مبادئ ""الرزيلينس"" ولا ""الابتكار"".. https://t.co/oiJKazhyk4",TRUE,positive,1,new,شتاء,winter,5
626,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1082386711857020930,7-Jan-2019,"وتشتد العاصفة: ليلة ٧ يناير/كانون الثاني في إحدى خيم #اللاجئين #السوريين في منطقة البقاع في #لبنان

Via @roubamhaissen https://t.co/DzXjRgiFnx",FALSE,positive,1,new,عاصفة,storm,7
627,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1082014972182478848,6-Jan-2019,"لنتذكر في هذه الليلة الباردة والمثلجة أن حوالي ٣٤٠،٠٠٠ لاجئ سوري في لبنان يعيشون في مساكن وخيم غير مؤهلة للوقاية من البرد والعواصف. 

(...وهناك من لا يزال يجادل انهم لا يريدون العودة إلى ديارهم...) https://t.co/O11saREGhL",FALSE,positive,1,new,برد,cold,9
628,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1080933764111519744,3-Jan-2019,"نتمنى كم حضرة الحاكم تفاصيل احتساب الكلفة وتوضيح اثر الحرب في سوريا على الاقتصاد اللبناني من تأثير وجود اللاجئين 

@sarelwa2et 
@philabouzeid https://t.co/RROroAzJBs",FALSE,positive,1,new,حرب,war,2
629,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1054380078312968192,22-Oct-2018,"25,000 Syrian refugee children in Lebanon are working to help their families survive.

طفل سوري يعملون في لبنان لإعالة عوائلهم 25,000 https://t.co/D1PvP7c0hB",FALSE,positive,1,new,أطفال,children,30
630,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1041701069292806145,17-Sep-2018,"تعليقي ضمن اخبار إذاعة ""صوت لبنان"" حول عودة #اللاجئين و #النازحين السوريين إلى #سوريا من #لبنان وحول تحديات #العودة في ظل غياب نقاش جدي داخل سوريا عن ضمان حقوق وامن وسلامة العائدين.  

https://t.co/FFg29TWiSSدفعة-جديدة-من-النازحين-السوريين-تعود-ا/",TRUE,positive,1,new,حق,right,6
631,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1037246852494766080,5-Sep-2018,ورشة عمل تشاركية في معهد عصام فارس للسياسات العامة في الجامعة الأميركية في بيروت حول تعزيز الحق في الصحة للأشخاص ذوي الإعاقة من المجتمعات المضيفة اللبنانية و #اللاجئين #السوريين و #الفلسطينيين في #لبنان https://t.co/eZPCKZHXBa,FALSE,positive,1,new,حق,right,6
632,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1020693825935822848,21-Jul-2018,"نحن في امس الحاجة لدور اكثر فعالية للدبلوماسية اللبنانية على طريقة الراحلين رفيق #الحريري وغسان #تويني من اجل مصلحة #لبنان ولحماية حقوق اللاجئين #السوريين و #الفلسطينيين. فيا ليت #مجلس_النواب يعقد جلسة عامة او حتى متخصصة لمناقشة قضية اللجوء السوري، نقاش لم يحصل منذ بداية الازمة https://t.co/zda9QKKGXW",FALSE,positive,1,new,حق,right,6
633,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1019860197290991616,19-Jul-2018,"يبدو انه موسم انشاء مراكز مساعدة #اللاجئين من قبل القوى الناشطة في #سوريا . الخبر من وزارة الدفاع #الروسية عن عزمها انشاء ""مركز لاستقبال وتوزيع وايواء اللاجئين"". 
السؤال هنا عن قدرة هذه القوى على احترام طوعية العودة والحقوق الأساسية لللاجئين وحمايتهم؟

https://t.co/b4PdiEwcJO https://t.co/FNXdclXPjy",FALSE,positive,1,new,مساعدة,help,21
634,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1018054937736089600,14-Jul-2018,"هكذا يتحول الطفل الضحية الى متهم، ويدخل ووالدته في عداد ""المجرمين"" #السوريين في لبنان ليستخدم الرقم بشكل مشبوه في الحسابات السياسية الضيقة. مجدداً نُذكر المسؤولين أن تجديد وتنظيم اقامات #اللاجئين السوريين في لبنان هو اساس حمايتهم... https://t.co/BlhraPyZbr",FALSE,positive,1,new,أطفال,children,30
635,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1009499247757193216,20-Jun-2018,"إعلامية صاحبة مهنية عالية تعمل في محطة اخبارية عالمية تعلق بتغريدة على تقرير إخباري غير مهني يدعي ازدياد الجريمة في #لبنان بسبب #اللاجئين #السوريين فتُفتح عليها ابواب الشتم. آن الأوان لنقاش قضية اللجوء السوري في لبنان بموضوعية، والأهم وقف تخوين كل من يرفض المواقف العنصرية https://t.co/7oJ74X0cF9",FALSE,positive,1,new,عنصرية,racism,24
636,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1008779755959840768,18-Jun-2018,"هل منظومة قيمِنا في #لبنان باهتراء؟
بالأمس اقتلعت الشرطة طفلا من احضان أمه تنفيذا لنظام رعاية ابوي، ومُنع طفل آخر من دخول حضانة بسبب لونه وجنسه؛ وكل يوم يتعرض اللاجئون السوريون لإساءة ما، بينما تُبنى جدران فصل لبعض مخيمات الفلسطينيين؛ وتُوصد العاملات المنزليات خلف ابواب رق حديث https://t.co/o5Zjj93Vxa",FALSE,positive,1,new,أطفال,children,30
637,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1008252936751808512,17-Jun-2018,"""للعمل الديبلوماسي الجدي للتأثير على المسارات السياسية لحل الازمة السورية، وتحصين الداخل لمنع التوتر بين اللاجئين والمجتمعات المضيفة"". لمتابعة الحديث الذي اجريته حول قضية #اللجوء_السوري في #لبنان وموضوع #عودة_اللاجئين ضمن برنامج كلام بيروت عبر الرابط:
https://t.co/x2Hx6AjCvk https://t.co/1nTa0XCC4B",FALSE,positive,1,new,توتر,tension,4
638,177815370,Nasser Yassin,ناصر ياسين,Nasser Yassin,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1002179265989894144,31-May-2018,"تدخل الأزمة السورية عامها الثامن، منهكة اللاجئين أنفسهم والمجتمعات المضيفة والجهات المانحة على حد سواء
Going into 8th year, #Syrian #Refugee crisis has taken its toll on refugees, host communities &amp; donors, manifested as fatigue https://t.co/D5v9NcdlfZ
#AUB4Refugees https://t.co/0sfpy58467",FALSE,positive,1,new,إنهاك,exhaustion,1
639,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1144590603726012416,28-Jun-2019,"الحشد الشيعي العراقي وصل إلى سوريا منذ سنوات وقتل وهجر سوريين وفلسطينيين و لم يطلق رصاصة واحدة على إسرائيل وأمس إقتحم سفارة مملكة البحرين لأنها استضافت مؤتمراً يدعم الفلسطينيين إقتصادياً فهل عرفتم من هو العدو الحقيقي للقضية الفلسطينية؟

إنهم مرتزقة الخامنئي و مسردبه. #جيري_ماهر",FALSE,positive,1,new,قتل,killing,22
640,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1138056868037824512,10-Jun-2019,ميشال عون لجأ إلى فرنسا وعاش فيها لاجئاً وصهره جبران باسيل تزوج لاجئة إبنة لاجئ هارب من واجبه العسكري وبسبب شعوره بعقدة النقص لأنه لم يكن ليصبح سياسياً لولا زواجه بإبنة اللاجئ فبدأ بالتحريض على اللاجئين السوريين والفلسطينيين وكل عربي لم يقبل بسياساته المتخلفة. #جيري_ماهر,FALSE,positive,1,new,تحريض,incitement,10
641,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1105200809040637952,11-Mar-2019,"جبران باسيل حليف بشار الأسد وحسن نصرالله يريد طرد اللاجئين الضيوف السوريين من لبنان ولكن حليفه الاسد لا يريد عودة اللاجئين من أي مكان في العالم، وحزب الله يحتل قرى وبلدات هؤلاء السوريين فكيف يعودون و إلى أين يعودون يا باسيل؟ #جيري_ماهر",FALSE,positive,1,new,طرد,expulsion,3
642,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1088348042489675778,24-Jan-2019,"بعد سنوات من قتل الشعب السوري وقصف كل محافظة ثارت ضده وكل مدينة وقرية ومدرسة، نظام بشار الأسد يهدد بقصف مطار تل ابيب رداً على غارات اسرائيل على ميليشيات إيران في سوريا.

هذا النظام الساقط اخلاقياً لو اكتفى بتهديد شعبه ما كان سقط ٥٠٠ الف سوري ولجأ الملايين الى الخارج. #جيري_ماهر",FALSE,positive,1,new,قتل,killing,22
643,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1087821321642364929,22-Jan-2019,"بإختصار.. هذا هو سفير خادم الحرمين الشريفين سلمان بن عبدالعزيز الى بيروت، هذا هو وليد البخاري الرجل الذي يمثل مملكة الخير والإنسانية، يشارك بنفسه في تخفيف آلام السوريين اللاجئين الى لبنان. 

لن تجد سفيراً في العالم اجمع يفعلها كما فعلها السعودي! #جيري_ماهر https://t.co/QJ3ZwB2t9t",FALSE,positive,1,new,ألم,pain,4
644,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1085119892137930752,15-Jan-2019,"الشعب السوري قُتِل و شُرد من ارضه فتركته الامم المتحدة مشتتاً في مخيمات اللجوء وعندما سمعوا عن مخلوقة لا تشبه الفتيات هربت من والدها الى احد مطارات شرق اسيا هبت المنظمات الدولية للمتاجرة بقضيتها فقط لأنها سعودية!

بإختصار؛ انتم ومنظماتكم وقوانينكم وكندا بتسو صرماية! #جيري_ماهر",FALSE,positive,1,new,قتل,killing,22
645,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1062812800903454731,14-Nov-2018,"من يطالب بتحقيق دولي في قضية خاشقجي عليه ان يقبل بتحقيق دولي في كافة الملفات التي أغلقها كخطف العقيد في الجيش السوري الحر حسين الهرموش وقتل السفير الروسي وقتل وخطف السوريين اللاجئين الى تركيا. 

قبل ان تفعلوا كل ذلك لا تحلموا بتحقيق يتجاوز المملكة وحدودها. #جيري_ماهر",FALSE,positive,1,new,قتل,killing,22
646,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,1016614335781703680,10-Jul-2018,"@NicolaSehnaoui @Marlenekhalife لأن حزبكم يا عزيزي ، اي حزب الله حليف رئيسك موجود في سوريا يحتل بلدات وقرى ومدن هؤلاء السوريين، اسحب حزب الله من سوريا يعود اللاجئين. بسيطة ما هيك؟ غير هيك اعتقد سيستمر بقائهم الا ما لا نهاية.",FALSE,positive,1,new,إحتلال,occupation,6
647,15621444,Jerry Maher,جيري ماهر,Jerry Maher,jerrymahers,Denmark | مملكة الدنمارك,"Daniel known as Jerry, former CEO @SawtBeirut , a Journalist/ Politician based in Europe & a father of 1 under 10! - RT# endorsement #جيري_ماهر",1,0,261363,39,27-Jul-2008,975110646634287104,17-Mar-2018,هجر بشار الاسد وهو علوي منتحل صفة مقاوم لإسرائيل اكثر من ٧ ملايين سوري مسلم سني واستولى على منازلهم و ارزاقهم و اموالهم ووزعها على المرتزقة الايرانيين والافغان والتابعين لحزب الله وحشد العراق الشعبي الارهابيين وبهذه الافعال تفوق على اسرائيل بأعداد المهجرين من ارضهم. #جيري_ماهر,FALSE,positive,1,new,تهجير,displacement,27
648,288144358,Samy Gemayel,سامي الجميل,Samy Gemayel,samygemayel,"Beirut, Lebanon",Leader of the Kataeb Party | Member of the Lebanese Parliament | Tweets by MP Samy Gemayel are signed SG,1,0,399255,271,26-Apr-2011,1108354459346890757,20-Mar-2019,لقاء مع المنسق الخاص للأمم المتحدة يان كوبيتش في زيارة تعارف وكانت مناسبة للتشديد على ضرورة التمسك بتطبيق القرارات الدولية المتصلة بسيادة لبنان وحصر السلاح بيد الجيش اللبناني والقوى الأمنية الشرعية وتأمين عودة آمنة وكريمة للنازحين السوريين الى بلادهم. https://t.co/X8b0SniYQB,TRUE,negative,-1,new,عودة,return,250
649,288144358,Samy Gemayel,سامي الجميل,Samy Gemayel,samygemayel,"Beirut, Lebanon",Leader of the Kataeb Party | Member of the Lebanese Parliament | Tweets by MP Samy Gemayel are signed SG,1,0,399255,271,26-Apr-2011,988081061157535744,22-Apr-2018,"#الجميّل من بسكنتا: نواجه دولة بوليسية تبيع البلد لتوطّن اللاجئين السوريين في لبنان وسنحاسب في صناديق الاقتراع ولا احد يستطيع ان يقمعنا #نبض_الناس 
https://t.co/bOCJ90X97N https://t.co/iyYSJh7OPQ",FALSE,negative,-1,new,توطين,settlement,25
650,288144358,Samy Gemayel,سامي الجميل,Samy Gemayel,samygemayel,"Beirut, Lebanon",Leader of the Kataeb Party | Member of the Lebanese Parliament | Tweets by MP Samy Gemayel are signed SG,1,0,399255,271,26-Apr-2011,983710574361096192,10-Apr-2018,"""اقرار المادة 50 بوجود مليون ونصف لاجئ سوري توطين مبطّن وضرب للدستور""
#سيدر https://t.co/clvSOKeGsJ",FALSE,negative,-1,new,توطين,settlement,25
651,418542886,Mohammad Kabbara,محمد كبارة,Mohamad Kabbara,KabbaraMohammad,"Tripoli, Lebanon","Minister of Labor                                                Deputy in the Lebanese parliament 1992 - present District: Tripoli, North Lebanon",1,0,18850,18,22-Nov-2011,854410826320670725,18-Apr-2017,"كبارة :ازمة النزوح تضغط على سوق العمل،ونحذر من انفجار إجتماعي https://t.co/QB6Ynu67qd",TRUE,negative,-1,new,أزمة,crisis,68
652,418542886,Mohammad Kabbara,محمد كبارة,Mohamad Kabbara,KabbaraMohammad,"Tripoli, Lebanon","Minister of Labor                                                Deputy in the Lebanese parliament 1992 - present District: Tripoli, North Lebanon",1,0,18850,18,22-Nov-2011,839565661735161856,8-Mar-2017,"الوزير كبارة  بحث وممثلة مكتب المفوضية العليا
لشؤون اللاجئين ملف النازحين السوريين في لبنان وانعكاسات هذا الملف على اليد العاملة اللبنانية.",TRUE,negative,-1,new,إنعكاسات,reflections,5
653,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1143581406544703489,25-Jun-2019,"رداً على الحملات العنصرية التي تطال اللاجئين السوريين والفلسطينيين في لبنان والتي شهدت تصعيداً مقلقاً في الآونة الأخيرة، صدر هذا البيان https://t.co/1bXpJWvHwR",FALSE,positive,1,new,تعصب,bigotry,2
654,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1112398742265778177,31-Mar-2019,"الرئيس عون لم يترك محفلا دوليا الا واستغله للتحريض ضد اللاجئين السوريين.
بمعزل عن كل التهويل والاستسهال في التجريح والتشكيك بوضع اللاجئين لكن حتى اليوم لم نسمع من الرئيس وفريقه ما هو موقف حليفه ظام الأسد 
الرئيس يريد مواجهة العالم لكنه يتحاشى مواجهة السبب الأول والوحيد في المشكلة",FALSE,positive,1,new,تحريض,incitement,10
655,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1106305149624999937,14-Mar-2019,"@Gebran_Bassil @tayyar_org هل شاركت النظام السوري بمخاوفك وشو كان الرد؟ 
يبدو انه الاعلام ""المغرض"" عم يحجب عن الرأي العام استراتيجيات النظام الكبرى لاعادة اللاجئين وما عم ينشر دعوته الدايمة الهم بالعودة كمان ما عم ينقل جولات المسوولين السوريين على المخيمات لحث اللاجئين يرجعوا آمنين ð",FALSE,positive,1,new,أمان,safety,11
656,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1095765886882009088,13-Feb-2019,"في عيد الحب.. 
تقرير جميل وحكاية انسانية جميلة لقصة حب بين لاجئة سورية ورجل الماني .. https://t.co/GC0B6AUhiV",FALSE,positive,1,new,إنسانية,humanity,21
657,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1092494287441444864,4-Feb-2019,"@karimserhan23 ماحدا بيقدر ينكر العبء وضرورة معالجته اليوم قبل بكرة لكن المبالغة الرخيصة بالاعداد والخسائر ولوم اللاجئين والهرب من مسوولية النظام السوري بتهجيرهم ورفض اعادتهم،ودور حزب الله بالمشاركة في تهجيرهم هيدا كله مش مقبول.
اللاجئين ما اجوا من فراغ بل في مسؤوليات والهرب من مواجهتها مش حل",FALSE,positive,1,new,تهجير,displacement,27
658,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,Diana Moukalled,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1085457139886407681,16-Jan-2019,"15 طفل سوري اغلبهم رضع ماتوا في الايام الماضية في مخيمات اللجوء والنزوح بسبب البرد.. 
تجمدوا وماتوا بصمت لأن لا حياة لمن تنادي .. https://t.co/XhG0HFKLqu",TRUE,positive,1,new,برد,cold,9
