serial,user_id,name_en,name_ar,screen_name,location,description,tweet_count,tweet_nocount,followers_count,friends_count,account_created_at,status_id,created_at,text,naze7,impression_text,impression,cat,word,word_freq
626,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1082386711857020930,7-Jan-2019,"وتشتد العاصفة: ليلة ٧ يناير/كانون الثاني في إحدى خيم #اللاجئين #السوريين في منطقة البقاع في #لبنان

Via @roubamhaissen https://t.co/DzXjRgiFnx",FALSE,positive,1,new,عاصفة,7
726,301675059,Ghassan Hajjar,غسان حجار,ghassanhajjar,Beirut-Lebanon,Journalist and Managing Editor @annahar Newspaper.,1,0,18774,3691,19-May-2011,874883276372156416,14-Jun-2017,UNHCR: لا مال ولا خدمات للاجئين السوريين في أول تموز @nayla_hajjar @mahasinrahhal  https://t.co/oyI7YQezYu https://t.co/0uhwMqHjzv,FALSE,positive,1,old,خدمات,7
730,301675059,Ghassan Hajjar,غسان حجار,ghassanhajjar,Beirut-Lebanon,Journalist and Managing Editor @annahar Newspaper.,1,0,18774,3691,19-May-2011,552572953120882688,6-Jan-2015,"خيم اللاجئين السوريين في مهب العاصفة: ""ما النا غيرك يا الله"" - أسرار شبارو - النهار http://t.co/CRiJd34HIT via @Annahar",FALSE,positive,1,old,عاصفة,7
1479,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1082014972182478848,6-Jan-2019,"لنتذكر في هذه الليلة الباردة والمثلجة أن حوالي ٣٤٠،٠٠٠ لاجئ سوري في لبنان يعيشون في مساكن وخيم غير مؤهلة للوقاية من البرد والعواصف. 

(...وهناك من لا يزال يجادل انهم لا يريدون العودة إلى ديارهم...) https://t.co/O11saREGhL",FALSE,positive,1,new,عاصفة,7
1829,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,1082668453608243202,8-Jan-2019,أولى ضحايا العاصفة 'نورما' طفلة سورية جرفتها السيول في شمال لبنان | الموقع الرسمي لقناة الجديد #لاجئون_في_عين_العاصفة #الموت_بالعاصفة #اهمال #تقصير  https://t.co/lwE483L6mD,FALSE,positive,1,new,عاصفة,7
134,851273180,Nohad Machnouk,نهاد المشنوق,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,1083793601954570240,11-Jan-2019,"#المشنوق استقبل سفيرة #الإتحاد_الأوروبي كريستينا #لاسن، ودعاها لإعلان حالة #طوارىء في المؤسسات الدولية المعنية بالنازحين السوريين، لمتابعة أوضاعهم المأساوية بعد العاصفة وقبل العاصفة المقبلة، وتحديدا في #البقاع، واتصل بالمفوضية العليا لشؤون اللاجئين ودعاها لاتّخاذ إجراءات مماثلة https://t.co/Oq2CNbTQv2",TRUE,positive,1,new,مأساة,8
316,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,1085279664103411713,15-Jan-2019,"منظمة اليونيسيف تعلن أن ١٥ طفلا سوريا لاجئا تجمد حتى الموت نتيجة البرد الشديد.. والوضع وصف بالمأساوي

@AFP_Beirut @Sophiemcneill @SaadAbedine @UNICEF @UNICEFinArabic

#برنامج_المشهد #TRTArabi https://t.co/YiietOIBvd",FALSE,positive,1,new,مأساة,8
414,3011512068,Talal Salman,طلال سلمان,talalsalman,NA,الحساب الرسمي للصحافي طلال سلمان,1,0,109987,9,6-Feb-2015,880440724881154048,29-Jun-2017,"#العراق : داء الجرب... نتيجة تزايد اعداد المهجرين والافتقار إلى شروط النظافة..
#سوريا : الموت جوعا...فالمشردون ولا مأوى لا يجدون ما يقيتهم..",FALSE,positive,1,new,موت,8
416,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,1045931891961016321,29-Sep-2018,مأساة #النازحين_السوريين في تجاذب المنافع والاستفادة  والازمات #المالية #لبنان #سوريا #اقتصاد @FHS_AUB @ghi_aub @ifi_aub @AUB_Lebanon #aub4refugees https://t.co/TVpgnhFSjN,TRUE,positive,1,new,مأساة,8
431,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,813797006258925569,27-Dec-2016,شكرا لكل من أرسل مساعدات لحد الان للاجئين السوريين في البقاع ل #الدفا_عفا لنتشارك جميعا الدفء في هذه الأعياد المباركة,FALSE,positive,1,new,مساعدات,8
433,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,658749611595558912,26-Oct-2015,ستباشر التحضير لمساعدة اللاجئين السوريين في البقاع لهذا العام ايضا #الدفا_عفا #اللاجئين_السوريين #البقاع https://t.co/vFLTLpkgko,FALSE,positive,1,new,مساعدات,8
514,240760882,Rima Maktabi,ريما مكتبي‎,rimamaktabi,United Kingdom,UK Bureau Chief at Al Arabiya News Channel. YGL at WEF. All views r mine.,1,0,2995579,930,20-Jan-2011,552947908593876992,7-Jan-2015,"Refugees from #Syria #Iraq freeze to death in camps, world is watching لاجئون من #سوريا #العراق يموتون من البرد http://t.co/2AnsYI140e",FALSE,positive,1,new,موت,8
518,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,1143037241041870848,24-Jun-2019,"الممانعون يخشون من تصفية ملف #حق_العودة على أبواب #صفقة_القرن 
كدتُ أصدّق, لولا أن عاد بي الزمن إلى الوراء . إلى حصار المخيمات في لبنان وسوريا وتجويع سكانها حتى الموت . إلى طرد ميليشياتهم الطائفية اللاجئين الفلسطينيين من العراق إلى الصحراء, إلى أن تم توطينهم في الارجنتين وتشيلي.",FALSE,positive,1,new,موت,8
521,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,1114987329175916545,7-Apr-2019,"شبه الدولة اللبنانية حليفة لنظام بشار الكيماوي وتقوم بالتنسيق الامني والإقتصادي معه , فتضيق الخناق على اللاجئ السوري المعارض في لبنان من أجل إعادته الى معتقلات الموت في سوريا , فيما تترك موالي عصابة الأسد يسرحون ويمرحون في بيروت, ويمرّون على الحواجز الامنية بدون أي عائق أو سؤال ! https://t.co/oyd28dmQkO",FALSE,positive,1,new,موت,8
535,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,882004230135050240,3-Jul-2017,"إحتراق مخيّم للاجئين السوريين الآن في تل سرحون في برالياس (البقاع الأوسط ) ..!
مأساة #اللاجئين_السوريين_في_لبنان",FALSE,positive,1,new,مأساة,8
554,301675059,Ghassan Hajjar,غسان حجار,ghassanhajjar,Beirut-Lebanon,Journalist and Managing Editor @annahar Newspaper.,1,0,18774,3691,19-May-2011,894470931632070657,7-Aug-2017,المساعدات الدولية للاجئين السوريين في لبنان: 19 في المئة من المطلوب والأزمة إلى اتساع https://t.co/rXyiANN7PZ https://t.co/8KABruUCkK,FALSE,positive,1,new,مساعدات,8
559,305565958,Dima,ديما صادق,DimaSadek,Beirut,News anchor at LBCI https://t.co/3ngSEuvny4…,1,0,355388,915,26-May-2011,1089640272408006656,27-Jan-2019,سوريون يوزعون المساعدات على اللاجئين اليونانيين عام ١٩٤٢ . https://t.co/OtjpzeFURK,FALSE,positive,1,new,مساعدات,8
723,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,658008588456194048,24-Oct-2015,"إذا كنت صيادا"" في بحر ""إيجيه""... قد تعود بما هو أهم بكثير من اﻷسماك! #تركيا #اللاجئون_السوريون #رحلة_الموت https://t.co/F4FInIP5Yv",FALSE,positive,1,old,موت,8
731,256455213,ريتا الخوري,ريتا الخوري,RitaKuri,"Paris, Ile-de-France","بدأت في الراديو ثم التلفزيون ثم الراديو.. مونت كارلو الدولية.. برنامجي هوى الأيام @hawalayam، كتابي:  أسرار صغيرة وآرائي هنا تمثل جيرانيð ð",1,0,33102,4821,23-Feb-2011,924682512076599296,29-Oct-2017,"بدأت بتتبع خطى نور على طريق اللجوء السوري في لعبة ""تقبريني يا حبي"" ... عندما تتحول اللعبة إلى موثق لمأساة اللجوء وت… https://t.co/sqBxB6F6O8",FALSE,positive,1,old,مأساة,8
821,126787836,Michel Sleiman,ميشال سليمان,SleimanMichel,Lebanon | لبنـان,12th President of Lebanon after independence | 12th Commander in Chief of the Lebanese Armed Forces | President of the Republic Forum لقاء الجمهورية,1,0,479938,283,27-Mar-2010,293417841800122368,21-Jan-2013,البطريرك كيريل أثنى على الدور الذي يلعبه سليمان في مجال التطوير السلمي وفي تأييد الحوار المسيحي الاسلامي و تقديم المساعدات للنازحين السوريين,TRUE,positive,1,old,مساعدات,8
1375,240760882,Rima Maktabi,ريما مكتبي‎,rimamaktabi,United Kingdom,UK Bureau Chief at Al Arabiya News Channel. YGL at WEF. All views r mine.,1,0,2995579,930,20-Jan-2011,869559397189550080,30-May-2017,"انا #مع_اللاجئين في #لبنان. يحتاجون المساعدات وتذهب كاملة للاجئين #السوريين وبدون أي استقطاعات. أدناه الرابط للزكاة
https://t.co/XtJpBHGSiK https://t.co/n0cNrSJ1XF",FALSE,positive,1,new,مساعدات,8
1394,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,881081091528024068,1-Jul-2017,وضع مخيمات اللاجئين السوريين في لبنان تحت إدارة دولية يزيل أي هواجس أمنية ويؤمن تقديم المساعدات بشكلٍ مباشر الى مستحقيها بدون وسطاء .,FALSE,positive,1,new,مساعدات,8
1476,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1089776445914836998,28-Jan-2019,"ما يقارب ثلاثة ارباع سكان #سوريا حالياً هم في حاجة لدعم ومساعدات انسانية، من ضمنهم أكثر من ٦ مليون نازح داخل الأراضي السورية. اي نقاش عن عودة #اللاجئين السوريين إلى ديارهم يجب أن يأخذ هذه الوقائع بعين الاعتبار. https://t.co/lhMkzCbAcu",TRUE,positive,1,new,مساعدات,8
1612,2878635204,Walid Joumblatt,وليد جنبلاط,walidjoumblatt,official account,President of the Progressive Socialist Party of Lebanon,1,0,812869,3179,26-Oct-2014,665300366406225920,13-Nov-2015,يا لها من ضربة قاسية بحق الطالبين اللجوء بعيدا عن العنف والموت. في سوريا او العراق او غيرها من البلاد,FALSE,positive,1,old,موت,8
1692,107359225,Najib Mikati,نجيب ميقاتي,Najib_Mikati,Lebanon | لبنـان,"Official Twitter feed for the Former Prime Minister of Lebanon; also, Member of Parliament for Tripoli, North-Lebanon.",1,0,501812,1231,22-Jan-2010,380347161466007552,18-Sep-2013,نشدد على ان لبنان كان ولا يزال يظهر تعاطفاً وتضامناً جديرَيْن بالإعتبار مع مأساة النازحين السوريين,TRUE,positive,1,new,مأساة,8
1968,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,1085279664103411713,15-Jan-2019,"منظمة اليونيسيف تعلن أن ١٥ طفلا سوريا لاجئا تجمد حتى الموت نتيجة البرد الشديد.. والوضع وصف بالمأساوي

@AFP_Beirut @Sophiemcneill @SaadAbedine @UNICEF @UNICEFinArabic

#برنامج_المشهد #TRTArabi https://t.co/YiietOIBvd",FALSE,positive,1,new,موت,8
1976,767426736,علي الامين,علي الأمين,alyalamine,Beirut,"صحافي، محلل سياسي ورئيس تحرير موقع جنوبية (الحساب الرسمي)
https://t.co/j6PxiM3w6m",1,0,11434,200,19-Aug-2012,954533367193751552,20-Jan-2018,"#اللاجئون_السوريون لا يقتلهم الصقيع، كما لم تقتلهم براميل الموت، ولا أقبية الاستبداد. اللاجئون يفضحون عراءنا الانساني.",FALSE,positive,1,new,موت,8
321,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,1057568841751035904,31-Oct-2018,"برد الشتاء يحلّ ضيفا ثقيلاً على النازحين من ريف #حماة الشمالي إلى مخيمات ريف #إدلب الشمالي | تقرير: رشا الحلبي - TRT العربية - ٣١ اوكتوبر ٢٠١٨

 https://t.co/OamvytD7B3 via @YouTube",TRUE,positive,1,new,برد,9
456,412615699,Maria Maaloof,ماريا معلوف,bilarakib,"Dubai, United Arab Emirates",امرأة تبحث عن وطن كتابي الاول اشرف عليه معالي الوزير العم نصري المعلوف قدوتي في الحياة,1,0,162113,1166,14-Nov-2011,1132744685879996416,26-May-2019,جزء من لقاءي مع سارة عساف المخرجة والممثلة اللبنانية التي تناولت في مسرحية لا طلب لا عرض قضية ٧٥ فتاة سورية لاجئة تم تهريبهم من #سوريا الى #لبنان منذ سنوات تذكر سارة ان الرأس الكبير في الشبكة لازال هارباً ومحمي كما ان مليون دولار كان دخل هذه الشبكة شهرياً #ماريا_معلوف https://t.co/hdsIRXoFhE,FALSE,positive,1,new,نساء,9
458,412615699,Maria Maaloof,ماريا معلوف,bilarakib,"Dubai, United Arab Emirates",امرأة تبحث عن وطن كتابي الاول اشرف عليه معالي الوزير العم نصري المعلوف قدوتي في الحياة,1,0,162113,1166,14-Nov-2011,887387598209130496,18-Jul-2017,كلنا مع #الجيش_اللبناني في مواجهة #ارهاب #داعش و #حزب_الله ومعه في حماية #الشعب السوري النازح الى #لبنان #ماريا_معلوف #الرواد,TRUE,positive,1,new,حماية,9
543,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,803758496420364290,30-Nov-2016,من يحمي العائلات النازحة من #الموصل و من أحياء #حلب الشرقية من جرائم #الحشد_الشعبي و عصابات #الأسد و ميليشيات #الخامنئي و #صالح_مسلم ؟ https://t.co/GUAfCsKPNM,TRUE,positive,1,new,حماية,9
546,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,777081685385080833,17-Sep-2016,"بعد احداث #صربا الدموية سأراسل الجهات الدولية المانحة بسؤالٍ واحد :
 من يحمي #اللاجئين_السوريين_في_لبنان ؟",FALSE,positive,1,new,حماية,9
603,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1136854090938368001,7-Jun-2019,@offrecord مع العلم ان ٨٠% من #اللاجئين السوريين في لبنان هم نساء وأطفال,FALSE,positive,1,new,نساء,9
604,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1136670253646262272,6-Jun-2019,"استاذ رياض، المقارنة بالسبعينيات غير دقيقة، #اللاجئون السوريون غير مسلحين أو منظمين و ٨٠% منهم من النساء والأطفال. 

نعم، يجب علينا الوقوف ضد العقاب الجماعي لمجموعة تؤخذ بجريرة أفراد قلة منهم. هذه أحد أوجه #العنصرية ووجب عدم  تطبيعها. https://t.co/4rsdkJN0PA",FALSE,positive,1,new,نساء,9
614,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1118414490985480193,17-Apr-2019,@MMoursel معلوماتك غير دقيقة: ٨٠% من #اللاجئين السوريين في لبنان هم نساء وأطفال.,FALSE,positive,1,new,نساء,9
624,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1087259409707876359,21-Jan-2019,يشكل النساء والاطفال الأكثرية الساحقة من #اللاجئين والمجتمعات المضيفة في الدول المجاورة لسوريا https://t.co/6LIa43dJmA,FALSE,positive,1,new,نساء,9
627,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1082014972182478848,6-Jan-2019,"لنتذكر في هذه الليلة الباردة والمثلجة أن حوالي ٣٤٠،٠٠٠ لاجئ سوري في لبنان يعيشون في مساكن وخيم غير مؤهلة للوقاية من البرد والعواصف. 

(...وهناك من لا يزال يجادل انهم لا يريدون العودة إلى ديارهم...) https://t.co/O11saREGhL",FALSE,positive,1,new,برد,9
658,47607633,ديانا مقلد Diana Moukalled,ديانا مقلد,dianamoukalled,"Beirut, Lebanon","TV journalist, documentary producer, women advocate and social media junkie
صحافية ومعدة أفلام وثائقية ..",1,0,66088,1069,16-Jun-2009,1085457139886407681,16-Jan-2019,"15 طفل سوري اغلبهم رضع ماتوا في الايام الماضية في مخيمات اللجوء والنزوح بسبب البرد.. 
تجمدوا وماتوا بصمت لأن لا حياة لمن تنادي .. https://t.co/XhG0HFKLqu",TRUE,positive,1,new,برد,9
711,165961214,salem zahran,سالم زهران,salemzahran,NA,NA,1,0,223,0,13-Jul-2010,955707675265912832,23-Jan-2018,ويأتيك الصباح على نبأ العثور  على جثة تعود لنازحة سورية قضت من البرد خلف نقطة المصنع!!  #يا_لعارنا_بين_الأمم,TRUE,positive,1,old,برد,9
1208,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,1085279664103411713,15-Jan-2019,"منظمة اليونيسيف تعلن أن ١٥ طفلا سوريا لاجئا تجمد حتى الموت نتيجة البرد الشديد.. والوضع وصف بالمأساوي

@AFP_Beirut @Sophiemcneill @SaadAbedine @UNICEF @UNICEFinArabic

#برنامج_المشهد #TRTArabi https://t.co/YiietOIBvd",FALSE,positive,1,new,برد,9
1334,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,997558638238715904,18-May-2018,تجارب النساء بالوصول والحصول على خدمات لمتابعة الحمل #النازحات #صحة_النساء @syrianrefugeeun @aub4regugees #15StepsforMaternity @NHSEngland https://t.co/hk4mYglyeb https://t.co/UbcK2IqpjU,TRUE,positive,1,new,نساء,9
1335,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,683363065253867520,2-Jan-2016,بدأت #الدفا_عفا بجمع مساهماتكم لدعم #النازحين #السوريين# في هذا البرد القارس https://t.co/YF6F1v5Dks,TRUE,positive,1,new,برد,9
1368,240760882,Rima Maktabi,ريما مكتبي‎,rimamaktabi,United Kingdom,UK Bureau Chief at Al Arabiya News Channel. YGL at WEF. All views r mine.,1,0,2995579,930,20-Jan-2011,1131308160097103878,22-May-2019,حتى الجوارب رفاهية في حياة البعض! هذا لاجىء من #سوريا عمره ١٣ عاما قابلته اليوم. كم أحزن عندما أرى أقدام الأطفال اللاجئين إما حفاة أو أحذية مثقوبة في عز البرد أو جوارب ممزقة . أقدامهم تروي قصصهم الحزينة صيفاً شتاءً #زكاتي_للاجئين #رمضان2019 @UNHCR_Arabic @UNHCRLebanon https://t.co/xkCylXd1Rb,FALSE,positive,1,new,برد,9
1379,240760882,Rima Maktabi,ريما مكتبي‎,rimamaktabi,United Kingdom,UK Bureau Chief at Al Arabiya News Channel. YGL at WEF. All views r mine.,1,0,2995579,930,20-Jan-2011,869282845747011584,29-May-2017,"من قلب مخيمات لجوء #السوريين في #لبنان، أوافيكم بقصص الناس. أطفال ونساء ومسنون يعيشون تحت خط الفقر، اي اقل من 170$ بالشهر. هُم بحاجة لكم https://t.co/hQtvUapERV",FALSE,positive,1,new,نساء,9
1380,240760882,Rima Maktabi,ريما مكتبي‎,rimamaktabi,United Kingdom,UK Bureau Chief at Al Arabiya News Channel. YGL at WEF. All views r mine.,1,0,2995579,930,20-Jan-2011,552947908593876992,7-Jan-2015,"Refugees from #Syria #Iraq freeze to death in camps, world is watching لاجئون من #سوريا #العراق يموتون من البرد http://t.co/2AnsYI140e",FALSE,positive,1,new,برد,9
1393,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,883354227493531649,7-Jul-2017,إعتصام نشطاء سوريين أمام السفارة اللبنانية في فيينا : نطالب بحماية دولية للاجئين السوريين في لبنان ومحاسبة من ارتكب الانتهاكات الجسيمة ضدهم https://t.co/neQwAloqf7,FALSE,positive,1,new,حماية,9
1404,721996081664368641,Nabil El Halabi,نبيل الحلبي,NabilElHalabi1,Beirut - Lebanon,Founder of the Lebanese Institute for Democracy and Human Rights - LIFE,1,0,5126,467,18-Apr-2016,747849710103367680,28-Jun-2016,وضع مخيمات #اللاجئين_السوريين_في_لبنان تحت الإدارة الدولية يؤمن المستلزمات الضرورية اليومية للاجئين كما يؤمن الحصانة لهم  والحماية لمحيطهم .,FALSE,positive,1,new,حماية,9
1466,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1136568841562132481,6-Jun-2019,"@Elie_Al_Hindy @Sobhiyanajjar @CarmenJoukhadar @carolineakoum @Lebanon24 @VdlPrograms @AnbaaOnline @dianamoukalled @Lisa_ak @timourazhari @RKouyoumjian عزيزي ايلي، 
نحن بأمس الحاجة إلى خطة وطنية واستراتيجية شاملة تُنظم ولا تمنع، تحمي ولا تقمع اللاجئين، تُسعف المجتمعات المضيفة، تخفف التوترات، وتعمل على حل دولي للقضية. 
@RKouyoumjian",FALSE,positive,1,new,حماية,9
1478,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1085491510207041536,16-Jan-2019,"""طقس الشتاء البارد يودي بحياة ١٥ طفلاً نازحاً في #سوريا"" 

انتهى الخبر الإعلامي من منظمة اليونيسف في ١٥/١/٢٠١٩. 

يبدو أن هذه الأرض قد ضاقت على هؤلاء الأطفال. موتهم المحزن هو ندبة على جبين الحكومات وجبين منظومة الإغاثة. لم تنفع هؤلاء الأطفال مبادئ ""الرزيلينس"" ولا ""الابتكار"".. https://t.co/oiJKazhyk4",TRUE,positive,1,new,برد,9
1481,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1019860197290991616,19-Jul-2018,"يبدو انه موسم انشاء مراكز مساعدة #اللاجئين من قبل القوى الناشطة في #سوريا . الخبر من وزارة الدفاع #الروسية عن عزمها انشاء ""مركز لاستقبال وتوزيع وايواء اللاجئين"". 
السؤال هنا عن قدرة هذه القوى على احترام طوعية العودة والحقوق الأساسية لللاجئين وحمايتهم؟

https://t.co/b4PdiEwcJO https://t.co/FNXdclXPjy",FALSE,positive,1,new,حماية,9
1784,335057658,Racha El Halabi - رشا الحلبي,رشا الحلبي,Racha93halabi,Turkey تركيا - Lebanon لبنان,Presenter/Producer at @TRTArabi | Into Graphic Design,1,0,44617,1964,14-Jul-2011,1065598963359858694,22-Nov-2018,"في كيليس التركية الحدودية، التي يزيد فيها عدد السكان السوريين عن الأتراك... أُطلق منذ عدة سنوات أول واكبر مشروع لتمكين النساء السوريات اللاجئات: ""كريمات"".
لأن المرأة هي نواة المجتمع وهي الأم والزوجة والأخت.
تقرير: رشا الحلبي - TRT العربية

https://t.co/GLdF11FaOW",FALSE,positive,1,new,نساء,9
1830,284695423,Faysal ElKak فيصل القاق,فيصل القاق,Drelkak,Lebanon,"VicePresident @FIGOHQ, Director WISH Program American Univ of Beirut, Dept ObGyn AUB Med Ctr, Fac Health Sci, Activist,voice4change",1,0,1803,995,19-Apr-2011,998804786580508672,22-May-2018,"ارتفعت أعداد النساء اللواتي وقعن ضحّية إتجار في لبنان من 19 امرأة عام 2015 إلى 87 عام 2016، بزيادة نسبتها 500% #النازحات #اللاجئين_السوريين #لبنان #اتجار_بالبشر #حقوق_الانسان  https://t.co/geCoORhkap",TRUE,positive,1,new,نساء,9
1880,177815370,Nasser Yassin,ناصر ياسين,nasseryassin,Global,"Professor, Researcher, and Policy Innovator in Lebanon. Tweeting on Policy Issues #AUB #AUB4Refugees #WithRefugees - Opinions are My Own",1,0,5137,1805,13-Aug-2010,1018054937736089600,14-Jul-2018,"هكذا يتحول الطفل الضحية الى متهم، ويدخل ووالدته في عداد ""المجرمين"" #السوريين في لبنان ليستخدم الرقم بشكل مشبوه في الحسابات السياسية الضيقة. مجدداً نُذكر المسؤولين أن تجديد وتنظيم اقامات #اللاجئين السوريين في لبنان هو اساس حمايتهم... https://t.co/BlhraPyZbr",FALSE,positive,1,new,حماية,9
